time_ms,emfA_V,emfB_V,emfC_V
3807,0.000,0.000,0.000
3809,0.000,0.000,0.000
3811,0.000,0.000,0.000
3813,0.000,0.000,0.000
3815,0.000,0.000,0.000
3817,0.000,0.000,0.000
3820,0.000,0.000,0.000
3822,0.000,0.000,0.000
3824,0.000,0.000,0.000
3826,0.000,0.000,0.000
3828,0.000,0.000,0.000
3830,0.000,0.000,0.000
3832,0.000,0.000,0.000
3834,0.000,0.000,0.000
3836,0.000,0.000,0.000
3838,0.000,0.000,0.000
3840,0.000,0.000,0.000
3842,0.000,0.000,0.000
3844,0.000,0.000,0.000
3845,0.000,0.000,0.000
3847,0.000,0.000,0.000
3849,0.000,0.000,0.000
3851,0.000,0.000,0.000
3853,0.000,0.000,0.000
3855,0.000,0.000,0.000
3857,0.000,0.000,0.000
3859,0.000,0.000,0.000
3861,0.000,0.000,0.000
3864,0.000,0.000,0.000
3866,0.000,0.000,0.000
3868,0.000,0.000,0.000
3870,0.000,0.000,0.000
3872,0.000,0.000,0.000
3874,0.000,0.000,0.000
3876,0.000,0.000,0.000
3878,0.000,0.000,0.000
3880,0.000,0.000,0.000
3882,0.000,0.000,0.000
3884,0.000,0.000,0.000
3886,0.000,0.000,0.000
3888,0.000,0.000,0.000
3890,0.000,0.000,0.000
3892,0.000,0.000,0.000
3894,0.000,0.000,0.000
3896,0.000,0.000,0.000
3898,0.000,0.000,0.000
3900,0.000,0.000,0.000
3902,0.000,0.000,0.000
3905,0.000,0.000,0.000
3907,0.000,0.000,0.000
3909,0.000,0.000,0.000
3911,0.000,0.000,0.000
3913,0.000,0.000,0.000
3915,0.000,0.000,0.000
3917,0.000,0.000,0.000
3919,0.000,0.000,0.000
3921,0.000,0.000,0.000
3923,0.000,0.000,0.000
3925,0.000,0.000,0.000
3927,0.000,0.000,0.000
3929,0.000,0.000,0.000
3931,0.000,0.000,0.000
3933,0.000,0.000,0.000
3935,0.000,0.000,0.000
3937,0.000,0.000,0.000
3939,0.000,0.000,0.000
3941,0.000,0.000,0.000
3943,0.000,0.000,0.000
3945,0.000,0.000,0.000
3948,0.000,0.000,0.000
3950,0.000,0.000,0.000
3952,0.000,0.000,0.000
3954,0.000,0.000,0.000
3956,0.000,0.000,0.000
3958,0.000,0.000,0.000
3960,0.000,0.000,0.000
3962,0.000,0.000,0.000
3964,0.000,0.000,0.000
3966,0.000,0.000,0.000
3968,0.000,0.000,0.000
3970,0.000,0.000,0.000
3972,0.000,0.000,0.000
3974,0.000,0.000,0.000
3976,0.000,0.000,0.000
3978,0.000,0.000,0.000
3980,0.000,0.000,0.000
3982,0.000,0.000,0.000
3984,0.000,0.000,0.000
3986,0.000,0.000,0.000
3988,0.000,0.000,0.000
3991,0.000,0.000,0.000
3993,0.000,0.000,0.000
3995,0.000,0.000,0.000
3997,0.000,0.000,0.000
3999,0.000,0.000,0.000
4001,0.000,0.000,0.000
4003,0.000,0.000,0.000
4005,0.000,0.000,0.000
4007,0.000,0.000,0.000
4009,0.000,0.000,0.000
4011,0.000,0.000,0.000
4013,0.000,0.000,0.000
4015,0.000,0.000,0.000
4017,0.000,0.000,0.000
4019,0.000,0.000,0.000
4021,0.000,0.000,0.000
4023,0.000,0.000,0.000
4025,0.000,0.000,0.000
4027,0.000,0.000,0.000
4029,0.000,0.000,0.000
4031,0.000,0.000,0.000
4034,0.000,0.000,0.000
4036,0.000,0.000,0.000
4038,0.000,0.000,0.000
4040,0.000,0.000,0.000
4042,0.000,0.000,0.000
4044,0.000,0.000,0.000
4046,0.000,0.000,0.000
4048,0.000,0.000,0.000
4050,0.000,0.000,0.000
4052,0.000,0.000,0.000
4054,0.000,0.000,0.000
4056,0.000,0.000,0.000
4058,0.000,0.000,0.000
4060,-0.003,0.007,-0.003
4062,0.000,0.000,0.000
4064,-0.003,0.007,-0.003
4066,-0.003,0.007,-0.003
4068,-0.013,0.026,-0.013
4070,-0.020,0.039,-0.020
4072,-0.020,0.039,-0.020
4074,-0.020,0.039,-0.020
4078,-0.023,0.046,-0.023
4080,-0.036,0.072,-0.036
4082,-0.039,0.078,-0.039
4084,-0.036,0.072,-0.036
4086,-0.042,0.085,-0.042
4088,-0.049,0.098,-0.049
4091,-0.052,0.104,-0.052
4093,-0.052,0.104,-0.052
4095,-0.055,0.111,-0.055
4097,-0.062,0.124,-0.062
4099,-0.062,0.124,-0.062
4101,-0.065,0.130,-0.065
4104,-0.068,0.137,-0.068
4106,-0.068,0.137,-0.068
4108,-0.072,0.143,-0.072
4110,-0.088,0.176,-0.088
4112,-0.091,0.182,-0.091
4114,-0.091,0.182,-0.091
4116,-0.098,0.196,-0.098
4120,-0.104,0.209,-0.104
4122,-0.111,0.222,-0.111
4124,-0.114,0.228,-0.114
4126,-0.114,0.228,-0.114
4128,-0.124,0.248,-0.124
4130,-0.124,0.248,-0.124
4133,-0.124,0.248,-0.124
4135,-0.130,0.261,-0.130
4137,-0.140,0.261,-0.121
4139,-0.150,0.261,-0.111
4141,-0.156,0.254,-0.098
4143,-0.166,0.244,-0.078
4146,-0.176,0.235,-0.059
4148,-0.186,0.215,-0.029
4150,-0.196,0.196,0.000
4152,-0.202,0.169,0.033
4154,-0.209,0.143,0.065
4156,-0.215,0.117,0.098
4158,-0.228,0.085,0.143
4161,-0.231,0.042,0.189
4164,-0.241,0.003,0.238
4166,-0.241,-0.046,0.287
4168,-0.248,-0.091,0.339
4170,-0.248,-0.150,0.398
4172,-0.244,-0.205,0.450
4174,-0.251,-0.251,0.502
4176,-0.264,-0.264,0.528
4178,-0.283,-0.283,0.567
4181,-0.300,-0.300,0.600
4183,-0.316,-0.316,0.632
4185,-0.329,-0.329,0.658
4187,-0.339,-0.339,0.678
4189,-0.349,-0.349,0.697
4191,-0.362,-0.362,0.723
4193,-0.365,-0.365,0.730
4196,-0.371,-0.371,0.743
4198,-0.378,-0.378,0.756
4200,-0.378,-0.378,0.756
4202,-0.378,-0.378,0.756
4205,-0.375,-0.375,0.749
4207,-0.310,-0.398,0.707
4210,-0.241,-0.417,0.658
4212,-0.176,-0.430,0.606
4214,-0.098,-0.440,0.538
4216,-0.023,-0.453,0.476
4218,0.049,-0.450,0.401
4220,0.117,-0.450,0.332
4222,0.182,-0.443,0.261
4225,0.254,-0.440,0.186
4227,0.306,-0.427,0.121
4229,0.371,-0.411,0.039
4231,0.427,-0.394,-0.033
4233,0.476,-0.375,-0.101
4235,0.521,-0.349,-0.173
4237,0.560,-0.329,-0.231
4239,0.606,-0.303,-0.303
4241,0.613,-0.306,-0.306
4244,0.619,-0.310,-0.310
4247,0.619,-0.310,-0.310
4249,0.619,-0.310,-0.310
4251,0.619,-0.310,-0.310
4253,0.613,-0.306,-0.306
4255,0.613,-0.306,-0.306
4258,0.600,-0.300,-0.300
4260,0.600,-0.300,-0.300
4262,0.593,-0.297,-0.297
4264,0.580,-0.290,-0.290
4266,0.551,-0.251,-0.300
4268,0.508,-0.186,-0.323
4271,0.453,-0.104,-0.349
4273,0.407,-0.033,-0.375
4275,0.342,0.049,-0.391
4277,0.283,0.127,-0.411
4279,0.222,0.212,-0.433
4281,0.147,0.303,-0.450
4283,0.065,0.398,-0.463
4285,-0.013,0.486,-0.472
4287,-0.094,0.570,-0.476
4291,-0.173,0.648,-0.476
4293,-0.261,0.736,-0.476
4295,-0.349,0.815,-0.466
4297,-0.433,0.886,-0.453
4299,-0.459,0.919,-0.459
4301,-0.472,0.945,-0.472
4303,-0.479,0.958,-0.479
4306,-0.482,0.964,-0.482
4308,-0.482,0.964,-0.482
4310,-0.476,0.951,-0.476
4312,-0.469,0.938,-0.469
4314,-0.456,0.912,-0.456
4316,-0.446,0.893,-0.446
4319,-0.430,0.860,-0.430
4321,-0.414,0.828,-0.414
4323,-0.391,0.782,-0.391
4325,-0.371,0.743,-0.371
4327,-0.358,0.678,-0.319
4329,-0.371,0.596,-0.225
4333,-0.378,0.512,-0.134
4335,-0.384,0.427,-0.042
4337,-0.394,0.339,0.055
4339,-0.398,0.257,0.140
4341,-0.398,0.150,0.248
4343,-0.398,0.052,0.345
4345,-0.394,-0.052,0.446
4347,-0.381,-0.147,0.528
4349,-0.371,-0.254,0.626
4352,-0.352,-0.352,0.704
4354,-0.378,-0.378,0.756
4356,-0.398,-0.398,0.795
4358,-0.411,-0.411,0.821
4360,-0.427,-0.427,0.854
4362,-0.437,-0.437,0.873
4365,-0.450,-0.450,0.899
4367,-0.459,-0.459,0.919
4369,-0.469,-0.469,0.938
4371,-0.476,-0.476,0.951
4373,-0.479,-0.479,0.958
4376,-0.479,-0.479,0.958
4379,-0.394,-0.512,0.906
4381,-0.303,-0.538,0.841
4383,-0.209,-0.560,0.769
4385,-0.108,-0.577,0.684
4387,-0.010,-0.587,0.596
4389,0.091,-0.593,0.502
4391,0.186,-0.587,0.401
4394,0.270,-0.570,0.300
4396,0.355,-0.554,0.199
4398,0.440,-0.538,0.098
4400,0.515,-0.512,-0.003
4402,0.580,-0.486,-0.094
4404,0.635,-0.450,-0.186
4406,0.684,-0.411,-0.274
4408,0.730,-0.375,-0.355
4410,0.736,-0.368,-0.368
4413,0.736,-0.368,-0.368
4415,0.723,-0.362,-0.362
4418,0.717,-0.358,-0.358
4420,0.710,-0.355,-0.355
4422,0.697,-0.349,-0.349
4424,0.691,-0.345,-0.345
4427,0.678,-0.339,-0.339
4429,0.665,-0.332,-0.332
4431,0.645,-0.323,-0.323
4433,0.609,-0.270,-0.339
4435,0.551,-0.182,-0.368
4437,0.486,-0.091,-0.394
4440,0.420,0.000,-0.420
4442,0.352,0.088,-0.440
4444,0.280,0.173,-0.453
4446,0.202,0.270,-0.472
4448,0.124,0.358,-0.482
4450,0.039,0.450,-0.489
4452,-0.046,0.541,-0.495
4454,-0.134,0.629,-0.495
4456,-0.225,0.714,-0.489
4458,-0.306,0.789,-0.482
4462,-0.398,0.863,-0.466
4464,-0.459,0.919,-0.459
4466,-0.472,0.945,-0.472
4468,-0.476,0.951,-0.476
4470,-0.476,0.951,-0.476
4472,-0.472,0.945,-0.472
4475,-0.466,0.932,-0.466
4477,-0.459,0.919,-0.459
4479,-0.446,0.893,-0.446
4481,-0.437,0.873,-0.437
4483,-0.424,0.847,-0.424
4485,-0.407,0.815,-0.407
4487,-0.384,0.769,-0.384
4490,-0.362,0.723,-0.362
4492,-0.342,0.684,-0.342
4494,-0.342,0.616,-0.274
4496,-0.345,0.544,-0.199
4498,-0.342,0.459,-0.117
4500,-0.336,0.378,-0.042
4504,-0.336,0.300,0.036
4506,-0.329,0.228,0.101
4508,-0.326,0.153,0.173
4510,-0.319,0.091,0.228
4512,-0.306,0.016,0.290
4514,-0.293,-0.049,0.342
4516,-0.287,-0.111,0.398
4518,-0.274,-0.176,0.450
4521,-0.267,-0.238,0.505
4523,-0.267,-0.267,0.534
4525,-0.280,-0.280,0.560
4527,-0.293,-0.293,0.587
4529,-0.306,-0.306,0.613
4531,-0.316,-0.316,0.632
4533,-0.329,-0.329,0.658
4536,-0.339,-0.339,0.678
4538,-0.345,-0.345,0.691
4540,-0.352,-0.352,0.704
4542,-0.362,-0.362,0.723
4545,-0.368,-0.368,0.736
4547,-0.371,-0.371,0.743
4550,-0.378,-0.378,0.756
4552,-0.378,-0.378,0.756
4554,-0.375,-0.375,0.749
4556,-0.326,-0.394,0.720
4558,-0.264,-0.420,0.684
4560,-0.209,-0.433,0.642
4562,-0.137,-0.450,0.587
4565,-0.068,-0.459,0.528
4567,-0.003,-0.463,0.466
4569,0.062,-0.466,0.404
4571,0.124,-0.463,0.339
4573,0.186,-0.459,0.274
4575,0.248,-0.446,0.199
4577,0.300,-0.433,0.134
4579,0.358,-0.424,0.065
4582,0.404,-0.407,0.003
4584,0.453,-0.388,-0.065
4586,0.495,-0.365,-0.130
4589,0.534,-0.345,-0.189
4591,0.564,-0.316,-0.248
4593,0.593,-0.297,-0.297
4595,0.600,-0.300,-0.300
4597,0.606,-0.303,-0.303
4600,0.606,-0.303,-0.303
4602,0.606,-0.303,-0.303
4604,0.606,-0.303,-0.303
4606,0.606,-0.303,-0.303
4608,0.600,-0.300,-0.300
4610,0.600,-0.300,-0.300
4613,0.593,-0.297,-0.297
4615,0.580,-0.290,-0.290
4617,0.573,-0.287,-0.287
4619,0.560,-0.280,-0.280
4621,0.525,-0.228,-0.297
4623,0.486,-0.160,-0.326
4625,0.437,-0.091,-0.345
4628,0.384,-0.007,-0.378
4631,0.323,0.078,-0.401
4633,0.261,0.153,-0.414
4635,0.192,0.241,-0.433
4637,0.124,0.329,-0.453
4639,0.046,0.417,-0.463
4641,-0.033,0.505,-0.472
4643,-0.117,0.596,-0.479
4646,-0.205,0.684,-0.479
4648,-0.297,0.769,-0.472
4650,-0.381,0.841,-0.459
4652,-0.453,0.906,-0.453
4654,-0.466,0.932,-0.466
4656,-0.479,0.958,-0.479
4658,-0.486,0.971,-0.486
4661,-0.486,0.971,-0.486
4663,-0.482,0.964,-0.482
4665,-0.476,0.951,-0.476
4667,-0.469,0.938,-0.469
4669,-0.459,0.919,-0.459
4671,-0.446,0.893,-0.446
4675,-0.433,0.867,-0.433
4677,-0.417,0.834,-0.417
4679,-0.398,0.795,-0.398
4681,-0.371,0.743,-0.371
4683,-0.381,0.665,-0.283
4685,-0.391,0.577,-0.186
4687,-0.398,0.482,-0.085
4690,-0.401,0.381,0.020
4692,-0.394,0.290,0.104
4694,-0.394,0.202,0.192
4696,-0.391,0.098,0.293
4698,-0.384,0.007,0.378
4700,-0.368,-0.094,0.463
4702,-0.355,-0.189,0.544
4704,-0.339,-0.290,0.629
4707,-0.349,-0.349,0.697
4709,-0.368,-0.368,0.736
4711,-0.384,-0.384,0.769
4713,-0.401,-0.401,0.802
4716,-0.420,-0.420,0.841
4718,-0.433,-0.433,0.867
4720,-0.450,-0.450,0.899
4723,-0.466,-0.466,0.932
4725,-0.479,-0.479,0.958
4727,-0.489,-0.489,0.978
4729,-0.492,-0.492,0.984
4731,-0.420,-0.528,0.948
4733,-0.323,-0.567,0.890
4736,-0.222,-0.593,0.815
4738,-0.108,-0.616,0.723
4740,0.000,-0.635,0.635
4742,0.114,-0.639,0.525
4744,0.225,-0.635,0.411
4746,0.319,-0.629,0.310
4748,0.433,-0.613,0.179
4750,0.528,-0.587,0.059
4753,0.619,-0.554,-0.065
4755,0.694,-0.518,-0.176
4757,0.775,-0.476,-0.300
4760,0.841,-0.430,-0.411
4762,0.854,-0.427,-0.427
4764,0.847,-0.424,-0.424
4766,0.847,-0.424,-0.424
4768,0.834,-0.417,-0.417
4771,0.834,-0.417,-0.417
4773,0.828,-0.414,-0.414
4775,0.815,-0.407,-0.407
4777,0.802,-0.401,-0.401
4779,0.736,-0.300,-0.437
4781,0.652,-0.169,-0.482
4784,0.551,-0.026,-0.525
4786,0.446,0.114,-0.560
4788,0.329,0.261,-0.590
4790,0.209,0.404,-0.613
4792,0.081,0.551,-0.632
4794,-0.049,0.684,-0.635
4796,-0.186,0.821,-0.635
4798,-0.319,0.951,-0.632
4801,-0.463,1.072,-0.609
4804,-0.587,1.173,-0.587
4806,-0.606,1.212,-0.606
4808,-0.616,1.232,-0.616
4810,-0.609,1.219,-0.609
4812,-0.603,1.206,-0.603
4814,-0.590,1.180,-0.590
4817,-0.577,1.153,-0.577
4819,-0.560,1.121,-0.560
4821,-0.538,1.075,-0.538
4823,-0.512,1.023,-0.512
4825,-0.502,0.925,-0.424
4827,-0.518,0.782,-0.264
4830,-0.528,0.626,-0.098
4832,-0.531,0.466,0.065
4834,-0.531,0.310,0.222
4836,-0.450,0.108,0.342
4838,-0.433,-0.052,0.486
4840,-0.085,-0.378,0.463
4842,0.068,-0.606,0.538
4845,0.257,-0.769,0.512
4847,0.362,-0.870,0.508
4850,0.453,-0.955,0.502
4852,0.486,-1.010,0.525
4854,0.486,-1.049,0.564
4856,0.508,-1.085,0.577
4858,0.508,-1.114,0.606
4860,0.502,-1.121,0.619
4862,0.538,-1.144,0.606
4864,0.560,-1.140,0.580
4866,0.573,-1.127,0.554
4869,0.593,-1.098,0.505
4871,0.570,-1.033,0.463
4873,0.521,-0.945,0.424
4875,0.459,-0.841,0.381
4877,0.411,-0.733,0.323
4879,0.336,-0.603,0.267
4881,0.290,-0.492,0.202
4883,0.264,-0.381,0.117
4887,0.225,-0.264,0.039
4889,0.192,-0.150,-0.042
4891,0.130,-0.065,-0.065
4893,0.000,0.000,0.000
4895,0.000,0.000,0.000
4897,0.000,0.000,0.000
4899,0.000,0.000,0.000
4901,0.000,0.000,0.000
4903,0.000,0.000,0.000
4905,0.000,0.000,0.000
4907,-0.046,0.091,-0.046
4909,-0.108,0.215,-0.108
4911,-0.176,0.352,-0.176
4913,-0.238,0.476,-0.238
4915,-0.297,0.593,-0.297
4917,-0.355,0.710,-0.355
4919,-0.411,0.821,-0.411
4922,-0.459,0.919,-0.459
4924,-0.502,1.004,-0.502
4926,-0.538,1.075,-0.538
4929,-0.570,1.140,-0.570
4931,-0.590,1.180,-0.590
4933,-0.600,1.199,-0.600
4935,-0.603,1.206,-0.603
4937,-0.596,1.193,-0.596
4939,-0.580,1.160,-0.580
4942,-0.557,1.114,-0.557
4944,-0.538,1.075,-0.538
4946,-0.512,1.023,-0.512
4948,-0.482,0.964,-0.482
4950,-0.443,0.886,-0.443
4952,-0.378,0.775,-0.398
4955,-0.332,0.616,-0.283
4957,-0.257,0.427,-0.169
4959,-0.199,0.251,-0.052
4961,-0.101,0.055,0.046
4963,0.007,-0.140,0.134
4965,0.117,-0.332,0.215
4967,0.222,-0.521,0.300
4970,0.336,-0.720,0.384
4973,0.365,-0.789,0.424
4975,0.371,-0.831,0.459
4977,0.384,-0.877,0.492
4979,0.391,-0.909,0.518
4981,0.411,-0.958,0.547
4983,0.456,-1.010,0.554
4985,0.502,-1.052,0.551
4987,0.521,-1.082,0.560
4989,0.567,-1.114,0.547
4992,0.557,-1.105,0.547
4994,0.544,-1.079,0.534
4996,0.525,-1.039,0.515
4998,0.482,-0.974,0.492
